student_id,item_id,response
61,9,0
61,10,1
61,11,0
61,12,0
61,13,0
61,14,1
61,15,1
61,16,0
61,17,1
61,18,0
61,19,0
62,0,1
62,1,0
62,2,0
62,3,1
62,4,1
62,5,1
62,6,1
62,7,1
62,8,1
62,9,0
62,10,1
62,11,1
62,12,0
62,13,1
62,14,1
62,15,0
62,16,1
62,17,1
62,18,1
62,19,0
63,0,1
63,1,0
63,2,0
63,3,1
63,4,1
63,5,0
63,6,1
63,7,0
63,8,1
63,9,0
63,10,0
63,11,1
63,12,0
63,13,0
63,14,0
63,15,0
63,16,0
63,17,1
63,18,0
63,19,0
64,0,1
64,1,0
64,2,0
64,3,0
64,4,1
64,5,1
64,6,0
64,7,1
64,8,1
64,9,0
64,10,0
64,11,1
64,12,0
64,13,0
64,14,1
64,15,0
64,16,1
64,17,0
64,18,0
64,19,0
65,0,1
65,1,0
65,2,1
65,3,0
65,4,1
65,5,1
65,6,1
65,7,1
65,8,1
65,9,0
65,10,1
65,11,1
65,12,0
65,13,1
65,14,1
65,15,0
65,16,0
65,17,1
65,18,1
65,19,1
66,0,1
66,1,0
66,2,0
66,3,0
66,4,1
66,5,1
66,6,1
66,7,1
66,8,1
66,9,0
66,10,1
66,11,1
66,12,0
66,13,1
66,14,1
66,15,1
66,16,1
66,17,1
66,18,1
66,19,1
67,0,1
67,1,0
67,2,1
67,3,0
67,4,1
67,5,1
67,6,1
67,7,1
67,8,1
67,9,0
67,10,1
67,11,1
67,12,0
67,13,0
67,14,0
67,15,0
67,16,1
67,17,1
67,18,1
67,19,1
68,0,1
68,1,0
68,2,0
68,3,1
68,4,1
68,5,1
68,6,1
68,7,0
68,8,1
68,9,0
68,10,1
68,11,1
68,12,0
68,13,0
68,14,0
68,15,0
68,16,1
68,17,1
68,18,1
68,19,1
69,0,1
69,1,0
69,2,0
69,3,0
69,4,1
69,5,1
69,6,1
69,7,1
69,8,1
69,9,0
69,10,0
69,11,1
69,12,0
69,13,0
69,14,1
69,15,1
69,16,1
69,17,1
69,18,0
69,19,0
70,0,1
70,1,0
70,2,0
70,3,0
70,4,1
70,5,1
70,6,1
70,7,1
70,8,1
70,9,1
70,10,0
70,11,1
70,12,0
70,13,1
70,14,1
70,15,0
70,16,0
70,17,1
70,18,0
70,19,1
71,0,1
71,1,0
71,2,0
71,3,1
71,4,1
71,5,0
71,6,1
71,7,0
71,8,1
71,9,0
71,10,0
71,11,1
71,12,0
71,13,0
71,14,0
71,15,0
71,16,0
71,17,0
71,18,0
71,19,0
72,0,1
72,1,0
72,2,0
72,3,0
72,4,1
72,5,0
72,6,1
72,7,1
72,8,1
72,9,0
72,10,0
72,11,1
72,12,0
72,13,0
72,14,1
72,15,1
72,16,0
72,17,0
72,18,1
72,19,0
73,0,1
73,1,0
73,2,1
73,3,0
73,4,1
73,5,1
73,6,1
73,7,1
73,8,1
73,9,0
73,10,1
73,11,1
73,12,0
73,13,1
73,14,1
73,15,0
73,16,0
73,17,1
73,18,1
73,19,1
74,0,1
74,1,0
74,2,0
74,3,1
74,4,1
74,5,1
74,6,1
74,7,1
74,8,1
74,9,0
74,10,1
74,11,1
74,12,0
74,13,1
74,14,1
74,15,1
74,16,1
74,17,1
74,18,1
74,19,0
75,0,1
75,1,0
75,2,1
75,3,1
75,4,1
75,5,1
75,6,1
75,7,1
75,8,1
75,9,0
75,10,1
75,11,1
75,12,0
75,13,1
75,14,1
75,15,1
75,16,1
75,17,1
75,18,1
75,19,0
76,0,1
76,1,0
76,2,1
76,3,0
76,4,1
76,5,1
76,6,1
76,7,0
76,8,1
76,9,0
76,10,1
76,11,1
76,12,0
76,13,1
76,14,1
76,15,1
76,16,0
76,17,1
76,18,0
76,19,0
77,0,1
77,1,0
77,2,0
77,3,1
77,4,1
77,5,1
77,6,1
77,7,0
77,8,1
77,9,0
77,10,0
77,11,1
77,12,1
77,13,0
77,14,0
77,15,1
77,16,0
77,17,1
77,18,0
77,19,0
78,0,1
78,1,0
78,2,0
78,3,0
78,4,1
78,5,0
78,6,1
78,7,1
78,8,1
78,9,0
78,10,0
78,11,0
78,12,1
78,13,0
78,14,1
78,15,0
78,16,1
78,17,0
78,18,0
78,19,1
79,0,1
79,1,0
79,2,0
79,3,0
79,4,1
79,5,1
79,6,0
79,7,1
79,8,1
79,9,0
79,10,1
79,11,1
79,12,0
79,13,0
79,14,1
79,15,1
79,16,1
79,17,1
79,18,1
79,19,0
80,0,1
80,1,0
80,2,0
80,3,0
80,4,1
80,5,1
80,6,1
80,7,1
80,8,1
80,9,1
80,10,1
80,11,1
80,12,0
80,13,0
80,14,1
80,15,1
80,16,1
80,17,1
80,18,1
80,19,1
81,0,1
81,1,0
81,2,1
81,3,0
81,4,1
81,5,1
81,6,1
81,7,1
81,8,1
81,9,1
81,10,1
81,11,1
81,12,0
81,13,0
81,14,0
81,15,0
81,16,0
81,17,1
81,18,1
81,19,0
82,0,1
82,1,0
82,2,1
82,3,1
82,4,1
82,5,1
82,6,1
82,7,1
82,8,1
82,9,1
82,10,1
82,11,1
82,12,0
82,13,1
82,14,1
82,15,1
82,16,1
82,17,1
82,18,1
82,19,1
83,0,1
83,1,1
83,2,0
83,3,1
83,4,1
83,5,1
83,6,1
83,7,1
83,8,1
83,9,0
83,10,1
83,11,1
83,12,0
83,13,1
83,14,1
83,15,1
83,16,1
83,17,1
83,18,0
83,19,1
84,0,1
84,1,1
84,2,1
84,3,1
84,4,1
84,5,1
84,6,1
84,7,1
84,8,1
84,9,0
84,10,1
84,11,1
84,12,0
84,13,1
84,14,1
84,15,1
84,16,0
84,17,1
84,18,0
84,19,0
85,0,1
85,1,0
85,2,0
85,3,0
85,4,1
85,5,1
85,6,1
85,7,1
85,8,1
85,9,0
85,10,0
85,11,0
85,12,0
85,13,0
85,14,0
85,15,0
85,16,1
85,17,0
85,18,1
85,19,0
86,0,0
86,1,0
86,2,0
86,3,0
86,4,1
86,5,1
86,6,1
86,7,1
86,8,1
86,9,0
86,10,1
86,11,1
86,12,0
86,13,1
86,14,1
86,15,1
86,16,0
86,17,1
86,18,0
86,19,0
87,0,1
87,1,0
87,2,1
87,3,0
87,4,1
87,5,1
87,6,1
87,7,1
87,8,1
87,9,0
87,10,0
87,11,1
87,12,0
87,13,0
87,14,1
87,15,1
87,16,1
87,17,1
87,18,0
87,19,1
88,0,1
88,1,0
88,2,0
88,3,0
88,4,1
88,5,0
88,6,1
88,7,0
88,8,1
88,9,0
88,10,1
88,11,1
88,12,0
88,13,0
88,14,1
88,15,1
88,16,1
88,17,1
88,18,0
88,19,0
89,0,1
89,1,0
89,2,0
89,3,0
89,4,1
89,5,0
89,6,1
89,7,1
89,8,1
89,9,1
89,10,1
89,11,0
89,12,0
89,13,0
89,14,0
89,15,0
89,16,1
89,17,0
89,18,0
89,19,0
90,0,1
90,1,0
90,2,0
90,3,0
90,4,1
90,5,1
90,6,1
90,7,0
90,8,1
90,9,0
90,10,0
90,11,1
90,12,0
90,13,1
90,14,0
90,15,1
90,16,0
90,17,0
90,18,1
90,19,0
91,0,1
91,1,0
91,2,1
91,3,1
91,4,1
91,5,1
91,6,1
91,7,1
91,8,1
91,9,0
91,10,1
91,11,1
91,12,0
91,13,1
91,14,1
91,15,1
91,16,1
91,17,1
91,18,1
91,19,0
92,0,1
92,1,0
92,2,1
92,3,0
92,4,1
92,5,1
92,6,1
92,7,1
92,8,1
92,9,0
92,10,1
92,11,1
92,12,0
92,13,0
92,14,1
92,15,1
92,16,1
92,17,1
92,18,0
92,19,0
93,0,1
93,1,0
93,2,1
93,3,0
93,4,1
93,5,1
93,6,0
93,7,1
93,8,1
93,9,0
93,10,1
93,11,1
93,12,0
93,13,0
93,14,1
93,15,0
93,16,1
93,17,1
93,18,1
93,19,0
94,0,1
94,1,0
94,2,0
94,3,0
94,4,0
94,5,1
94,6,1
94,7,0
94,8,1
94,9,1
94,10,1
94,11,1
94,12,0
94,13,1
94,14,0
94,15,1
94,16,0
94,17,1
94,18,1
94,19,0
95,0,1
95,1,1
95,2,1
95,3,0
95,4,1
95,5,1
95,6,1
95,7,1
95,8,1
95,9,1
95,10,1
95,11,1
95,12,1
95,13,1
95,14,1
95,15,1
95,16,1
95,17,1
95,18,0
95,19,0
96,0,1
96,1,0
96,2,0
96,3,1
96,4,1
96,5,1
96,6,1
96,7,0
96,8,1
96,9,0
96,10,1
96,11,1
96,12,0
96,13,1
96,14,1
96,15,1
96,16,0
96,17,1
96,18,1
96,19,0
97,0,1
97,1,0
97,2,0
97,3,1
97,4,1
97,5,1
97,6,1
97,7,1
97,8,1
97,9,0
97,10,1
97,11,1
97,12,0
97,13,1
97,14,1
97,15,0
97,16,1
97,17,1
97,18,1
97,19,0
98,0,1
98,1,0
98,2,1
98,3,0
98,4,1
98,5,1
98,6,0
98,7,1
98,8,1
98,9,0
98,10,1
98,11,1
98,12,0
98,13,0
98,14,1
98,15,1
98,16,0
98,17,1
98,18,0
98,19,0
99,0,1
99,1,0
99,2,0
99,3,0
99,4,1
99,5,1
99,6,1
99,7,0
99,8,1
99,9,0
99,10,0
99,11,1
99,12,0
99,13,0
99,14,1
99,15,0
99,16,1
99,17,0
99,18,1
99,19,0
